PassengerId,Survived,Probability
1055,0,0.10056962226809771
1056,0,0.13626692888050998
1057,1,0.5564652736014596
1058,0,0.4659732477171445
1059,0,0.06629499729385999
1060,1,0.9312713130726983
1061,1,0.6865276280718454
1062,0,0.10080379806259143
1063,0,0.1445187325735487
1064,0,0.08802655406686988
1065,0,0.14008552621731224
1066,0,0.03127350784918725
1067,1,0.8512288379592161
1068,1,0.8551791969474258
1069,0,0.33350906734090974
1070,1,0.9699184646370352
1071,1,0.8764746861585684
1072,0,0.19048547829418208
1073,0,0.4859799562465382
1074,1,0.7738056620826153
1075,0,0.1298528470941327
1076,1,0.7735289570775682
1077,0,0.14231461172100054
1078,1,0.8254169857291621
1079,0,0.07525461500264945
1080,0,0.09424164440917811
1081,0,0.1406014351631004
1082,0,0.13097823870593625
1083,0,0.3717975240584872
1084,0,0.11618010333077262
1085,0,0.09183188760988224
1086,0,0.3144421822242841
1087,0,0.08559730505433544
1088,1,0.8265407423047695
1089,1,0.7158013839228335
1090,0,0.23072842068960242
1091,1,0.6368854576333972
1092,1,0.7071811987619071
1093,0,0.20192471098463
1094,1,0.6230724227792941
1095,1,0.8439937738604494
1096,0,0.21807979149923332
1097,0,0.4624523693914024
1098,1,0.6435670052072211
1099,0,0.22434075169654288
1100,1,0.9547527242546572
1101,0,0.11128661822615556
1102,0,0.09420937385862582
1103,0,0.1005908909945562
1104,0,0.33405521893156503
1105,0,0.47757957908724114
1106,0,0.1866513174702566
1107,0,0.4179724886677446
1108,1,0.699706115438998
1109,0,0.19802536749439212
1110,1,0.9438775359514678
1111,0,0.10101710514942473
1112,1,0.7889744179120808
1113,0,0.12657770913496383
1114,1,0.9612074114728142
1115,0,0.1264456223037138
1116,1,0.8450742761257772
1117,1,0.6784859958004652
1118,0,0.11863220707622624
1119,1,0.6995784499013037
1120,0,0.06868094771324439
1121,0,0.15910189213217418
1122,0,0.34959151026906715
1123,1,0.9227303812856893
1124,0,0.09111475993330084
1125,0,0.12992150660071106
1126,1,0.5856804302066063
1127,0,0.13054609506415854
1128,0,0.43140345233677413
1129,0,0.17889621887840756
1130,1,0.7796583314557332
1131,1,0.7412839227255751
1132,1,0.8354949233229895
1133,1,0.6483097483322456
1134,0,0.4736657703447326
1135,0,0.1009477364362373
1136,0,0.06305402436358645
1137,0,0.35161177841304314
1138,1,0.8360416619494915
1139,0,0.09411020804742498
1140,1,0.7382586078561242
1141,1,0.6469631227547988
1142,1,0.8631702729874486
1143,0,0.13058388650481584
1144,1,0.6618178350978828
1145,0,0.11561764013965867
1146,0,0.08764726962482469
1147,0,0.10080379806259143
1148,0,0.1298528470941327
1149,0,0.10101710514942473
1150,1,0.8455977234142219
1151,0,0.12643481947382754
1152,0,0.05667030986346419
1153,0,0.12647595754586688
1154,1,0.7613716907369261
1155,1,0.7482242074872957
1156,0,0.25486352362187453
1157,0,0.10095127855164371
1158,0,0.34371801156335874
1159,0,0.10080379806259143
1160,1,0.6368174905260012
1161,0,0.1438955463914269
1162,1,0.5131794849721596
1163,0,0.1298528470941327
1164,1,0.9693888615777568
1165,1,0.627265780727284
1166,0,0.1400831472358657
1167,1,0.7964151291594043
1168,0,0.2000590806835375
1169,0,0.10808972275933239
1170,0,0.1454839181930856
1171,0,0.23724233763770203
1172,1,0.6783457951763534
1173,0,0.16221790253167498
1174,1,0.6995784499013037
1175,1,0.7663942765145974
1176,1,0.7484897375722545
1177,0,0.07723714651769023
1178,0,0.1006760058539049
1179,1,0.5371462736437587
1180,0,0.23327120052470865
1181,0,0.10101710514942473
1182,0,0.38685206083922863
1183,1,0.6832700372074222
1184,0,0.14008552621731224
1185,1,0.518005271123083
1186,0,0.07799456858185255
1187,0,0.10774253862021745
1188,1,0.9071437185027889
1189,0,0.07805368272278522
1190,0,0.37624662953811955
1191,0,0.097682915698654
1192,0,0.0884551475720563
1193,1,0.525030071590271
1194,0,0.11987207641780213
1195,0,0.11529949425481684
1196,1,0.6995784499013037
1197,1,0.7443536562668208
1198,0,0.04851536707830434
1199,0,0.21344157050514567
1200,0,0.2617444675582143
1201,0,0.4039532764962957
1202,0,0.13947596954273947
1203,0,0.1684667860231203
1204,0,0.10081445391202018
1205,1,0.6267246423135773
1206,1,0.9525066807396084
1207,1,0.7764335034748145
1208,0,0.40778673120066694
1209,0,0.2575341068376825
1210,0,0.104279807014113
1211,0,0.1428804026378438
1212,0,0.10768794474941813
1213,0,0.25333612257496596
1214,1,0.60804778705707
1215,0,0.3310036142142811
1216,1,0.9367151763769247
1217,0,0.11826602455649284
1218,1,0.9791014646008266
1219,0,0.36509780099930206
1220,0,0.15308402387842554
1221,0,0.24605610590731727
1222,1,0.6304910060158444
1223,1,0.5232326908140282
1224,0,0.1400831472358657
1225,1,0.6957094124364246
1226,0,0.10429807942524597
1227,1,0.830971150563963
1228,0,0.17952812918066238
1229,0,0.08030474836560982
1230,0,0.23538561098763544
1231,0,0.14008552621731224
1232,0,0.2645445531352865
1233,0,0.08838094044565001
1234,0,0.03678025832712769
1235,1,0.9695730453816501
1236,0,0.06730801243523814
1237,1,0.7302380335687032
1238,0,0.213915905570988
1239,1,0.6386540479117757
1240,0,0.22680498359430384
1241,1,0.7861656227841501
1242,1,0.9351619230944253
1243,0,0.21807979149923332
1244,0,0.3260192904632803
1245,0,0.07741742842879618
1246,1,0.7401727091789306
1247,0,0.33193563527432396
1248,1,0.8867715713112913
1249,0,0.10094419443116001
1250,0,0.1298528470941327
1251,1,0.5406417726607813
1252,0,0.010773738009304987
1253,1,0.822552084034764
1254,1,0.7861656227841501
1255,0,0.10463535207534616
1256,1,0.9894456332073185
1257,0,0.37337416476874835
1258,0,0.10509849500457365
1259,1,0.7167523436674483
1260,1,0.8834552963745596
1261,0,0.26284677108492027
1262,0,0.18421612488068104
1263,1,0.9740196381798795
1264,0,0.3131669502610148
1265,0,0.1239351622023519
1266,1,0.9417644672743521
1267,1,0.9565576615561489
1268,1,0.5150125319196174
1269,0,0.24474998980190693
1270,0,0.3168438665813267
1271,0,0.05170692610678937
1272,0,0.1298528470941327
1273,0,0.13836173839504423
1274,1,0.643802458427252
1275,1,0.6376784488612377
1276,0,0.20185228079568998
1277,1,0.7646238190840728
1278,0,0.1148744921575844
1279,0,0.08105041567276021
1280,0,0.16139986594148217
1281,0,0.07441580034637098
1282,1,0.6454853185017351
1283,1,0.8768410984499477
1284,0,0.14096656546316577
1285,0,0.11140489734209935
1286,0,0.0338227725175397
1287,1,0.9530138572128154
1288,0,0.14688635160019667
1289,1,0.9885576175593096
1290,0,0.12247480638582832
1291,0,0.11801404801767794
1292,1,0.9765530790003132
1293,0,0.11292299556802593
1294,1,0.9459095322787188
1295,0,0.4936232380157171
1296,0,0.39581944749676
1297,0,0.48014643471462815
1298,0,0.17286872574144505
1299,1,0.5187183752751217
1300,1,0.6995495924092956
1301,1,0.7357430728174
1302,1,0.6995784499013037
1303,1,0.8732560538360365
1304,1,0.6365183703488438
1305,0,0.10101710514942473
1306,1,0.9613190692312539
1307,0,0.0710050056616191
1308,0,0.10101710514942473
1309,0,0.09827047702322189
